"","id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","label"
"1420","0HUTL8i4y4MiGCPId7M7wb",0.346,0.944,9,-9.874,1,0.0485,4.16e-05,0.565,0.0546,0.403,179.63,147036,0
"1421","5jafMI8FLibnjkYTZ33m0c",0.418,0.383,4,-11.782,1,0.0257,0.0718,0.0177,0.0896,0.352,87.773,257480,0
"1422","0SzvmWfOhoxZVGrmvb56YL",0.462,0.595,2,-9.363,1,0.0347,0.215,0,0.184,0.64,113.719,152613,0
"1423","2jTidefcsTu6VQhpIImJrt",0.209,0.412,0,-9.733,1,0.0443,0.172,0.15,0.0843,0.162,86.26,305747,0
"1424","5NORWMFC27ywGSZxi8uquP",0.663,0.582,5,-6.451,1,0.0284,0.595,0.00021,0.0849,0.59,76.047,160097,0
"1425","71ljTUEZJ9hDDbRC3vEkkT",0.486,0.275,0,-9.113,1,0.0417,0.901,0,0.117,0.115,137.232,208040,0
"1426","1NP8yVNN8iWixSI0OvakXH",0.681,0.472,0,-9.091,1,0.0309,0.791,0,0.0874,0.392,79.886,161227,0
"1427","2MEu4MKbmxutJ7UpqOcBtg",0.529,0.644,5,-6.994,1,0.038,0.0229,2.96e-05,0.0721,0.317,170.005,233276,0
"1428","2YvWonOJesvP0yu9IFJY7S",0.425,0.87,11,-5.879,1,0.0433,0.0681,0.102,0.206,0.0894,169.934,202054,0
"1429","1jeB82bfMs2OxFloddmUWb",0.527,0.876,2,-7.031,1,0.039,0.0346,0.695,0.0999,0.82,169.982,256423,0
"1430","4sjOSErZILpIu0cOlCFOIg",0.378,0.578,2,-5.342,1,0.0296,0.0752,1.48e-06,0.122,0.0874,75.007,303133,0
"1431","48sc7vBJeNoCEQhxO3zYKA",0.482,0.55,4,-7.097,0,0.0357,0.133,0,0.294,0.1,67.559,252787,0
"1432","7sDzAu7alAL1hWvL86tSGB",0.61,0.165,8,-14.659,1,0.0502,0.981,0.000544,0.134,0.258,102.68,191560,0
"1433","3cUxncrTWSA9lhlQbuIwUY",0.58,0.682,4,-8.523,1,0.0332,0.0792,0.0316,0.161,0.774,77.53,211053,0
"1434","2H3wWrnO758y0fPH7Ilerg",0.769,0.156,11,-10.7,0,0.035,0.585,0.015,0.102,0.527,105.95,144733,0
"1435","5kZD0TTSYAgRzciBtKCmgT",0.436,0.244,0,-19.096,1,0.0339,0.87,0.000371,0.102,0.359,145.42,247013,0
"1436","3SGfoVC0697mWnzaG3GjHu",0.717,0.661,9,-8.297,0,0.0347,0.743,0.428,0.114,0.35,119.998,212000,0
"1437","0HfMp4RGDgjvrWX3j0VZnJ",0.38,0.52,11,-8.494,0,0.0359,0.0187,0.36,0.101,0.0801,128.044,411373,0
"1438","5P3yUXUC9rZPJPNmYGKEAz",0.565,0.437,6,-7.68,0,0.0403,0.194,7.14e-06,0.0656,0.217,96.132,236733,0
"1439","3ijziiZCBF14GTD8DJJkdg",0.56,0.431,11,-9.356,1,0.0281,0.885,4.67e-06,0.102,0.132,79.03,210627,0
"1440","5OHbgQbHzTjolHzWffSrvn",0.553,0.19,2,-14.961,1,0.0298,0.903,0.000227,0.0993,0.299,100.002,239653,0
"1441","3UKy1X3nGe5diFqN5swaFz",0.543,0.122,0,-18.863,1,0.0337,0.915,0,0.373,0.282,99.835,186720,0
"1442","1KgfeuVn5OlsBEtoEmBa1t",0.335,0.776,9,-5.32,0,0.0325,9.27e-06,9.51e-06,0.369,0.219,90.59,276867,0
"1443","2tznHmp70DxMyr2XhWLOW0",0.635,0.675,2,-3.445,1,0.0263,0.0801,0,0.0831,0.273,113.946,208760,0
"1444","1bSpwPhAxZwlR2enJJsv7U",0.255,0.393,5,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,229120,0
"1445","3s5ogvexUgA6XjNj37zpnP",0.533,0.748,1,-7.861,1,0.0285,0.119,0.612,0.316,0.343,105.921,204880,0
"1446","7BhZDvzJV21Dd5bY9xvtII",0.519,0.0774,7,-23.593,0,0.0629,0.937,0.886,0.107,0.353,135.245,141200,0
"1447","0kegv0yu8Gz44NSsth4WHF",0.493,0.594,4,-8.726,1,0.0358,0.0968,0,0.126,0.372,129.969,183720,0
"1448","75JFxkI2RXiU7L9VXzMkle",0.56,0.442,5,-7.224,1,0.0243,0.727,1.71e-05,0.11,0.212,146.448,309600,0
"1449","6z4VbB0iJuCb5Sa4JyToA3",0.527,0.413,1,-6.54,1,0.0331,0.0834,0,0.106,0.144,148.777,238333,0
"1450","5igmOOANB9Ajt5IJIusLc8",0.559,0.689,11,-7.275,0,0.0347,0.166,3.91e-05,0.28,0.416,169.995,260726,0
